v1_brain	v2_blood	v3_connective	v4_reproductive	v5_muscular	v6_alimentary	v7_liver	v8_lung	v9_urinary	v10_endo/exo-crine
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7.6	7.8	-1	4.1	23.4	5	10.6	-1	-1	7.8
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
23.6	18.3	19.3	15	31.2	-1	-1	24.4	-1	3.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	2.6	-1	-1	-1	-1	-1	4.9	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	9.6	-1
-1	2.6	3.2	-1	-1	-1	-1	4.9	-1	-1
-1	-1	3.2	2.7	7.8	-1	-1	-1	9.6	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5.1	2.6	-1	20.5	7.8	-1	-1	-1	9.6	11.6
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	3.2	-1	-1	-1	-1	19.6	-1	-1
-1	2.6	-1	1.4	-1	-1	-1	4.9	-1	-1
14.4	10.4	-1	1.4	23.4	20.1	-1	14.7	-1	11.6
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
19.4	-1	6.4	1.4	7.8	10.1	10.6	-1	19.2	7.8
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
3.4	-1	3.2	2.7	-1	-1	-1	-1	9.6	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	7.8	6.4	2.7	15.6	15.1	-1	-1	9.6	11.6
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5.9	2.6	-1	6.8	-1	-1	-1	-1	9.6	-1
-1	-1	-1	-1	-1	-1	-1	19.6	-1	3.9
13.5	13	22.5	9.6	62.5	10.1	52.8	4.9	9.6	50.5
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
3.4	2.6	-1	8.2	7.8	15.1	-1	9.8	-1	3.9
0.8	-1	-1	1.4	-1	-1	-1	-1	-1	7.8
-1	2.6	6.4	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	9.6	-1
1.7	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33.8	33.9	9.6	21.9	7.8	10.1	-1	29.3	38.4	31.1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	3.2	1.4	-1	-1	-1	4.9	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	3.2	2.7	-1	-1	-1	-1	-1	7.8
10.1	15.6	12.9	15	-1	-1	-1	4.9	-1	7.8
2.5	2.6	-1	-1	-1	-1	-1	9.8	-1	-1
6.8	10.4	3.2	21.9	15.6	30.2	10.6	24.4	-1	77.7
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	3.2	6.8	-1	-1	-1	-1	-1	3.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12.7	15.6	-1	6.8	7.8	-1	21.1	-1	-1	34.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	2.6	-1	-1	-1	-1	-1	-1	-1	-1
2.5	-1	-1	1.4	-1	-1	-1	-1	-1	7.8
5.1	-1	-1	-1	-1	-1	10.6	-1	28.8	3.9
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
6.8	2.6	-1	4.1	-1	-1	-1	-1	19.2	3.9
0.8	-1	-1	-1	-1	-1	-1	-1	9.6	-1
-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	10.4	6.4	15	15.6	5	-1	-1	48	3.9
2.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
7.6	-1	19.3	4.1	15.6	5	-1	-1	-1	-1
1.7	2.6	9.6	10.9	15.6	-1	10.6	4.9	9.6	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	2.6	-1	1.4	-1	-1	10.6	4.9	-1	-1
-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	1.4	-1	-1	-1	-1	-1	3.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
18.6	44.3	16.1	20.5	7.8	25.2	31.7	24.4	38.4	38.8
-1	-1	3.2	1.4	-1	-1	-1	-1	9.6	7.8
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31.2	5.2	16.1	5.5	7.8	5	-1	9.8	9.6	-1
2.5	-1	3.2	-1	-1	-1	-1	4.9	-1	-1
5.9	7.8	-1	4.1	15.6	10.1	10.6	4.9	28.8	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	7.8	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
17.7	5.2	12.9	8.2	7.8	15.1	-1	-1	19.2	-1
7.6	-1	-1	-1	-1	-1	-1	4.9	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3.4	2.6	-1	-1	-1	10.1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
3.4	-1	-1	1.4	-1	5	-1	-1	-1	3.9
4.2	-1	-1	1.4	-1	-1	-1	9.8	-1	-1
0.8	2.6	-1	-1	-1	-1	-1	4.9	-1	-1
114	5.2	6.4	15	-1	55.3	-1	44	48	7.8
126.6	260.8	414.4	529.4	117.1	538.3	52.8	58.7	86.4	132
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
16	28.7	9.6	15	23.4	20.1	21.1	9.8	-1	11.6
5.1	2.6	6.4	2.7	7.8	-1	-1	-1	-1	3.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3.4	-1	-1	2.7	-1	5	-1	4.9	9.6	-1
5.1	7.8	16.1	26	7.8	20.1	-1	9.8	9.6	27.2
0.8	-1	3.2	4.1	-1	-1	-1	-1	-1	-1
35.5	5.2	-1	1.4	7.8	-1	-1	19.6	-1	15.5
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
3.4	-1	-1	-1	-1	-1	-1	-1	-1	-1
8.4	5.2	3.2	4.1	-1	10.1	10.6	-1	-1	38.8
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
3.4	-1	-1	-1	7.8	-1	-1	-1	-1	-1
20.3	2.6	25.7	13.7	15.6	5	10.6	14.7	9.6	23.3
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	2.6	3.2	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	4.9	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
35.5	31.3	32.1	28.7	23.4	5	10.6	24.4	115.2	3.9
2.5	2.6	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	9.6	-1
9.3	13	-1	5.5	23.4	-1	-1	19.6	28.8	19.4
-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
1.7	-1	3.2	2.7	-1	-1	-1	-1	-1	-1
0.8	-1	-1	4.1	-1	-1	-1	-1	-1	3.9
-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
0.8	-1	-1	1.4	-1	-1	-1	4.9	19.2	-1
6.8	2.6	32.1	8.2	7.8	-1	10.6	4.9	-1	15.5
5.9	2.6	16.1	16.4	23.4	5	-1	24.4	28.8	7.8
1.7	-1	3.2	6.8	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
119	133	141.4	125.9	78.1	55.3	63.3	78.2	326.5	135.9
0.8	2.6	-1	4.1	-1	-1	-1	-1	-1	-1
1.7	2.6	-1	1.4	-1	-1	-1	4.9	-1	-1
1.7	-1	-1	4.1	-1	-1	-1	4.9	-1	-1
5.1	10.4	-1	5.5	7.8	-1	-1	-1	19.2	3.9
-1	-1	-1	12.3	-1	-1	-1	-1	-1	-1
15.2	7.8	6.4	2.7	15.6	35.2	-1	9.8	28.8	11.6
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
0.8	-1	-1	1.4	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	2.6	-1	2.7	-1	-1	-1	-1	-1	11.6
2.5	-1	3.2	-1	-1	-1	-1	4.9	-1	-1
20.3	13	6.4	32.8	-1	10.1	10.6	29.3	9.6	38.8
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
5.9	2.6	3.2	6.8	-1	-1	-1	4.9	38.4	7.8
0.8	-1	-1	1.4	-1	-1	-1	-1	9.6	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	9.8	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
0.8	-1	-1	4.1	-1	-1	-1	-1	-1	3.9
30.4	49.5	22.5	45.1	-1	10.1	31.7	19.6	19.2	58.2
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	4.9	-1	-1
0.8	5.2	3.2	5.5	31.2	5	-1	4.9	19.2	7.8
-1	2.6	-1	2.7	-1	-1	-1	-1	9.6	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	9.8	-1	-1
-1	-1	-1	2.7	-1	-1	-1	4.9	28.8	-1
2.5	-1	-1	2.7	7.8	5	-1	9.8	-1	-1
4.2	-1	3.2	5.5	7.8	-1	-1	4.9	-1	-1
-1	2.6	-1	1.4	7.8	-1	-1	-1	-1	3.9
1.7	-1	-1	4.1	7.8	-1	-1	4.9	-1	-1
15.2	15.6	9.6	26	23.4	5	-1	34.2	9.6	11.6
0.8	-1	-1	1.4	-1	-1	21.1	-1	-1	3.9
2.5	7.8	19.3	8.2	-1	65.4	-1	4.9	-1	15.5
5.9	-1	19.3	17.8	7.8	15.1	10.6	9.8	28.8	11.6
-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4.2	-1	-1	8.2	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	5	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
0.8	-1	-1	8.2	-1	-1	-1	-1	-1	23.3
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
6.8	5.2	22.5	26	62.5	5	10.6	44	-1	143.7
8.4	26.1	9.6	9.6	15.6	50.3	-1	19.6	-1	3.9
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	4.9	-1	-1
-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	5	-1	-1	-1	-1
0.8	2.6	-1	5.5	-1	-1	-1	9.8	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
1.7	7.8	-1	5.5	-1	-1	-1	4.9	28.8	3.9
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
2.5	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	7.8	19.3	16.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	3.9
0.8	2.6	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	2.6	-1	1.4	-1	-1	-1	9.8	9.6	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
6.8	2.6	3.2	8.2	15.6	-1	-1	14.7	9.6	27.2
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
3.4	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	4.9	9.6	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	3.9
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
12.7	18.3	-1	-1	-1	-1	-1	4.9	-1	19.4
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
10.1	-1	-1	-1	-1	-1	-1	-1	19.2	-1
3.4	2.6	3.2	8.2	-1	-1	-1	19.6	19.2	-1
36.3	28.7	9.6	12.3	-1	10.1	31.7	9.8	9.6	7.8
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	13.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
6.8	2.6	-1	-1	7.8	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
3.4	-1	-1	-1	-1	-1	-1	-1	-1	-1
5.9	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	1.4	-1	-1	-1	4.9	9.6	3.9
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	5.2	9.6	13.7	-1	10.1	-1	14.7	28.8	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	4.9	9.6	-1
-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	5	-1	-1	-1	3.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
15.2	26.1	12.9	9.6	-1	15.1	42.2	9.8	9.6	62.1
0.8	-1	-1	5.5	-1	-1	-1	4.9	-1	3.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	2.7	7.8	-1	-1	-1	-1	-1
0.8	-1	-1	-1	7.8	-1	-1	-1	-1	-1
5.9	-1	6.4	9.6	15.6	5	-1	9.8	9.6	7.8
-1	-1	-1	-1	-1	-1	-1	-1	-1	31.1
-1	-1	-1	-1	-1	-1	-1	-1	-1	7.8
0.8	5.2	-1	-1	-1	-1	-1	-1	-1	3.9
-1	-1	3.2	-1	-1	-1	-1	-1	-1	3.9
2.5	2.6	-1	-1	7.8	-1	-1	-1	19.2	-1
11.8	5.2	-1	19.2	-1	-1	-1	29.3	-1	7.8
-1	-1	-1	-1	-1	-1	-1	-1	-1	3.9
2.5	-1	-1	4.1	-1	10.1	-1	-1	38.4	7.8
14.4	10.4	9.6	2.7	-1	15.1	10.6	4.9	-1	3.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	3.9
-1	-1	3.2	5.5	7.8	-1	-1	14.7	48	11.6
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	4.9	-1	-1
53.2	-1	-1	1.4	-1	-1	-1	4.9	-1	3.9
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
3.4	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	-1	6.4	1.4	-1	-1	-1	4.9	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
70.1	36.5	41.8	46.5	15.6	40.2	73.9	48.9	28.8	101
1.7	2.6	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	3.9
20.3	-1	6.4	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	3.9
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
12.7	13	6.4	9.6	54.7	-1	10.6	48.9	96	31.1
3.4	-1	-1	2.7	-1	-1	-1	-1	28.8	3.9
0.8	-1	-1	6.8	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
3.4	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5.9	10.4	-1	5.5	7.8	-1	-1	-1	-1	3.9
-1	5.2	-1	2.7	-1	-1	-1	-1	-1	23.3
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
4.2	-1	-1	2.7	7.8	-1	-1	-1	-1	-1
2.5	-1	-1	2.7	-1	-1	-1	-1	-1	-1
16	-1	-1	-1	-1	-1	-1	-1	-1	-1
5.1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	2.6	-1	-1	7.8	-1	-1	34.2	-1	3.9
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
5.1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	1.4	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	3.2	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
15.2	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
18.6	2.6	3.2	9.6	23.4	10.1	21.1	9.8	86.4	7.8
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
12.7	2.6	6.4	24.6	7.8	-1	-1	24.4	9.6	-1
3.4	10.4	3.2	5.5	-1	-1	-1	14.7	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
87.8	15.6	125.3	125.9	93.7	105.6	42.2	97.8	28.8	108.7
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	7.8	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
14.4	13	3.2	15	7.8	40.2	-1	4.9	9.6	23.3
1.7	-1	-1	-1	-1	-1	-1	4.9	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	1.4	-1	-1	-1	4.9	-1	3.9
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	-1	-1	2.7	-1	5	-1	29.3	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	-1	-1	1.4	7.8	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
3.4	2.6	12.9	1.4	-1	-1	-1	4.9	9.6	7.8
3.4	-1	-1	1.4	-1	-1	-1	-1	-1	-1
1.7	-1	-1	5.5	-1	5	-1	-1	-1	3.9
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
5.1	-1	3.2	-1	-1	-1	-1	-1	9.6	3.9
0.8	-1	-1	-1	-1	-1	-1	-1	9.6	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	2.7	-1	5	-1	4.9	-1	-1
3.4	2.6	-1	-1	-1	-1	-1	-1	-1	-1
3.4	5.2	-1	2.7	-1	5	-1	-1	-1	-1
2.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
15.2	41.7	-1	2.7	31.2	-1	-1	24.4	-1	11.6
0.8	-1	3.2	1.4	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	1.4	-1	-1	-1	-1	-1	-1
3.4	2.6	3.2	-1	-1	-1	-1	9.8	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
3.4	2.6	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	3.2	-1	-1	-1	-1	4.9	-1	-1
1.7	-1	-1	1.4	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	1.4	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	5	-1	-1	-1	-1
5.1	7.8	22.5	27.4	-1	5	-1	4.9	9.6	3.9
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	28.8	15.5
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	-1	-1	23.3	23.4	-1	-1	-1	-1	-1
28.7	15.6	16.1	10.9	23.4	5	21.1	19.6	-1	11.6
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	2.6	-1	-1	-1	-1	-1	-1	-1	-1
12.7	-1	9.6	2.7	7.8	5	-1	4.9	9.6	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
10.1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
8.4	-1	-1	6.8	-1	-1	-1	4.9	-1	7.8
15.2	7.8	-1	12.3	31.2	-1	-1	9.8	-1	11.6
-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
0.8	2.6	-1	-1	-1	-1	-1	14.7	9.6	3.9
5.9	-1	-1	4.1	7.8	-1	10.6	4.9	57.6	27.2
7.6	-1	12.9	1.4	39	-1	-1	9.8	-1	3.9
0.8	2.6	3.2	1.4	7.8	-1	-1	4.9	-1	-1
3.4	-1	-1	1.4	-1	5	-1	-1	-1	-1
1.7	-1	-1	1.4	-1	5	-1	-1	-1	-1
10.1	2.6	-1	8.2	7.8	5	10.6	4.9	96	-1
-1	2.6	-1	2.7	-1	-1	-1	4.9	9.6	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	2.7	-1	-1	-1	-1	-1	3.9
55.7	73	86.7	52	203	45.3	147.8	58.7	268.9	73.8
8.4	7.8	16.1	4.1	15.6	-1	-1	53.8	9.6	3.9
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
7.6	2.6	12.9	1.4	-1	25.2	42.2	4.9	-1	11.6
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
32.1	2.6	3.2	8.2	-1	15.1	10.6	9.8	76.8	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	2.6	-1	1.4	-1	-1	-1	-1	-1	-1
0.8	5.2	-1	1.4	-1	-1	-1	-1	28.8	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	1.4	-1	-1	10.6	4.9	-1	-1
3.4	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	1.4	-1	-1	-1	-1	-1	-1
4.2	-1	-1	2.7	7.8	-1	-1	-1	-1	-1
4.2	2.6	6.4	1.4	15.6	-1	-1	-1	-1	-1
1.7	5.2	3.2	5.5	15.6	10.1	-1	4.9	19.2	3.9
-1	2.6	-1	1.4	-1	-1	-1	-1	-1	-1
