NCBI_UnigeneID	v1_brain	v2_blood	v3_connective	v4_reproductive	v5_muscular	v6_alimentary	v7_liver	v8_lung	v9_urinary	v10_endo/exo-crine
Hs.593601	2.5	-1	-1	-1	-1	-1	-1	-1	-1	3.9
Hs.593603	0.8	-1	-1	-1	-1	-1	-1	4.9	-1	11.6
Hs.593610	9.3	-1	-1	2.7	-1	-1	-1	4.9	-1	3.9
Hs.593611	17.7	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.593612	26.2	41.7	19.3	41	-1	20.1	-1	88	48	50.5
Hs.593613	2.5	7.8	3.2	6.8	-1	-1	21.1	4.9	-1	11.6
Hs.593614	3.4	-1	3.2	2.7	-1	20.1	-1	4.9	-1	3.9
Hs.593617	1.7	-1	-1	-1	-1	-1	-1	-1	9.6	-1
Hs.593620	22	2.6	12.9	13.7	-1	5	-1	4.9	96	3.9
Hs.593621	0.8	-1	-1	-1	7.8	-1	-1	-1	-1	-1
Hs.593623	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593626	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.593629	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.59363	-1	-1	6.4	-1	31.2	-1	-1	-1	-1	-1
Hs.593630	40.5	46.9	32.1	16.4	15.6	10.1	21.1	14.7	9.6	7.8
Hs.593631	27	2.6	9.6	4.1	-1	-1	-1	4.9	-1	11.6
Hs.593632	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593636	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593637	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593639	2.5	10.4	-1	27.4	15.6	-1	-1	19.6	-1	3.9
Hs.593641	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593645	1.7	2.6	16.1	2.7	23.4	5	-1	39.1	-1	23.3
Hs.593646	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593649	2.5	-1	-1	2.7	15.6	60.4	-1	9.8	9.6	11.6
Hs.593650	7.6	-1	22.5	20.5	-1	5	63.3	4.9	9.6	34.9
Hs.593651	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593654	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593655	11.8	13	6.4	19.2	93.7	10.1	10.6	24.4	-1	15.5
Hs.593656	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593657	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593658	2.5	-1	-1	1.4	-1	5	-1	-1	-1	-1
Hs.593659	0.8	5.2	-1	1.4	-1	-1	-1	4.9	19.2	7.8
Hs.593661	-1	2.6	-1	-1	-1	-1	-1	14.7	-1	-1
Hs.593663	-1	-1	-1	-1	-1	-1	-1	-1	-1	15.5
Hs.593664	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593666	0.8	5.2	6.4	2.7	-1	-1	-1	-1	-1	-1
Hs.593667	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593669	-1	5.2	-1	-1	-1	-1	-1	4.9	9.6	-1
Hs.593670	1.7	5.2	-1	1.4	-1	-1	-1	-1	-1	7.8
Hs.593672	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593676	11	-1	-1	1.4	15.6	-1	-1	-1	-1	-1
Hs.593678	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593679	5.1	18.3	9.6	34.2	15.6	15.1	10.6	14.7	9.6	31.1
Hs.59368	-1	7.8	-1	1.4	-1	5	-1	4.9	-1	-1
Hs.593680	-1	-1	-1	-1	7.8	-1	-1	4.9	-1	-1
Hs.593684	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593686	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593687	1.7	2.6	3.2	1.4	-1	5	-1	-1	-1	3.9
Hs.593688	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593689	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593693	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593695	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593696	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593697	-1	-1	-1	-1	-1	-1	-1	-1	-1	3.9
Hs.593698	1.7	2.6	-1	-1	-1	5	-1	-1	-1	3.9
Hs.593699	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593701	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593705	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593706	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593708	0.8	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.593709	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593710	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593711	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593712	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593717	0.8	2.6	-1	2.7	-1	-1	-1	-1	-1	3.9
Hs.593718	1.7	-1	3.2	-1	-1	-1	-1	-1	-1	-1
Hs.593719	0.8	-1	3.2	6.8	-1	-1	-1	-1	-1	-1
Hs.593720	0.8	-1	-1	6.8	-1	5	-1	-1	-1	-1
Hs.593721	10.1	10.4	12.9	5.5	15.6	50.3	10.6	24.4	38.4	27.2
Hs.593722	43.9	-1	3.2	15	-1	25.2	10.6	4.9	-1	38.8
Hs.593723	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593728	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593730	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593731	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593732	-1	-1	-1	2.7	-1	5	-1	4.9	9.6	-1
Hs.593734	-1	10.4	3.2	8.2	7.8	5	-1	-1	-1	3.9
Hs.593735	-1	-1	-1	1.4	-1	-1	-1	-1	9.6	-1
Hs.593737	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593740	3.4	-1	9.6	8.2	23.4	5	-1	9.8	28.8	3.9
Hs.593745	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.593749	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593751	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593760	19.4	-1	3.2	6.8	-1	5	-1	4.9	38.4	3.9
Hs.593762	2.5	-1	3.2	5.5	-1	-1	-1	-1	-1	3.9
Hs.593764	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593765	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593769	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593777	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593778	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593779	7.6	-1	6.4	-1	-1	-1	-1	-1	-1	-1
Hs.593781	1.7	2.6	-1	2.7	7.8	-1	10.6	4.9	-1	-1
Hs.593783	2.5	-1	-1	1.4	-1	-1	-1	9.8	-1	3.9
Hs.593787	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593788	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593792	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593793	-1	-1	-1	1.4	-1	-1	-1	4.9	-1	-1
Hs.593797	0.8	-1	9.6	-1	-1	-1	-1	4.9	-1	-1
Hs.593798	6.8	2.6	3.2	1.4	23.4	5	10.6	-1	9.6	19.4
Hs.593803	4.2	-1	12.9	2.7	-1	-1	-1	4.9	-1	11.6
Hs.593804	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593806	2.5	-1	3.2	5.5	-1	20.1	-1	4.9	28.8	7.8
Hs.593807	3.4	5.2	9.6	10.9	-1	-1	-1	-1	-1	-1
Hs.593810	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593811	7.6	7.8	12.9	10.9	15.6	-1	-1	9.8	9.6	7.8
Hs.593818	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593823	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593826	-1	-1	-1	-1	-1	-1	-1	-1	9.6	3.9
Hs.593827	-1	-1	-1	4.1	-1	-1	-1	-1	9.6	-1
Hs.593828	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593829	-1	2.6	-1	-1	-1	-1	-1	4.9	-1	3.9
Hs.593832	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593833	25.3	36.5	45	39.7	31.2	65.4	21.1	63.5	9.6	31.1
Hs.593835	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593836	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593837	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593838	-1	-1	-1	-1	7.8	-1	-1	4.9	-1	-1
Hs.593840	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593841	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593843	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.593845	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593847	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593849	3.4	-1	-1	6.8	-1	-1	21.1	-1	-1	3.9
Hs.593850	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593851	0.8	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.593852	11	2.6	12.9	1.4	15.6	10.1	-1	14.7	38.4	15.5
Hs.593853	1.7	-1	-1	-1	-1	-1	-1	-1	9.6	-1
Hs.593854	2.5	-1	3.2	-1	-1	-1	-1	-1	9.6	42.7
Hs.593855	0.8	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.593856	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.593858	33.8	13	73.9	2452.9	15.6	60.4	-1	39.1	-1	66
Hs.593861	-1	-1	-1	2.7	-1	-1	-1	-1	9.6	3.9
Hs.593863	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.593868	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593869	43.1	112.1	131.7	67	85.9	110.7	95	146.6	38.4	132
Hs.593872	0.8	-1	3.2	-1	-1	-1	-1	9.8	-1	3.9
Hs.593873	-1	-1	-1	2.7	23.4	-1	-1	-1	-1	-1
Hs.593874	-1	2.6	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593875	1.7	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.593876	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.593878	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.593879	0.8	2.6	6.4	8.2	7.8	-1	-1	9.8	9.6	-1
Hs.593881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593884	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593885	-1	5.2	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.593886	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593888	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593889	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.593890	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593891	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593896	2.5	-1	-1	-1	7.8	-1	10.6	-1	-1	3.9
Hs.593897	15.2	23.5	25.7	19.2	23.4	5	42.2	39.1	-1	11.6
Hs.593899	-1	-1	-1	-1	-1	-1	-1	9.8	-1	-1
Hs.593900	0.8	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.593903	5.1	2.6	3.2	4.1	31.2	-1	10.6	39.1	9.6	7.8
Hs.593907	6.8	-1	-1	9.6	15.6	5	-1	24.4	9.6	11.6
Hs.593912	-1	-1	3.2	5.5	-1	-1	-1	4.9	-1	-1
Hs.593915	-1	-1	-1	-1	-1	-1	-1	-1	-1	3.9
Hs.593918	1.7	-1	-1	1.4	-1	-1	-1	-1	9.6	7.8
Hs.593919	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593920	8.4	-1	12.9	15	15.6	5	-1	14.7	9.6	7.8
Hs.593923	5.1	7.8	3.2	5.5	-1	-1	-1	4.9	-1	3.9
Hs.593925	-1	-1	6.4	-1	-1	-1	-1	-1	-1	7.8
Hs.593927	2.5	2.6	3.2	16.4	7.8	-1	-1	4.9	-1	11.6
Hs.593928	2.5	-1	-1	1.4	7.8	10.1	-1	-1	9.6	3.9
Hs.593929	0.8	2.6	-1	-1	-1	-1	-1	-1	-1	11.6
Hs.593931	-1	23.5	-1	4.1	-1	20.1	-1	-1	-1	3.9
Hs.593933	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.593934	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593935	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593936	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593937	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593938	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593939	-1	2.6	-1	4.1	-1	-1	-1	9.8	-1	-1
Hs.593941	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593942	3.4	-1	-1	6.8	-1	-1	-1	-1	-1	-1
Hs.593943	-1	-1	-1	-1	-1	5	-1	-1	-1	-1
Hs.593948	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593949	1.7	-1	-1	-1	-1	-1	-1	14.7	-1	-1
Hs.593950	2.5	-1	6.4	4.1	-1	15.1	-1	19.6	-1	34.9
Hs.593951	0.8	2.6	-1	-1	-1	5	10.6	-1	-1	3.9
Hs.593952	0.8	-1	3.2	-1	-1	10.1	10.6	4.9	-1	-1
Hs.593954	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593955	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593956	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593957	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593958	4.2	-1	3.2	10.9	-1	-1	-1	-1	-1	7.8
Hs.593959	-1	-1	-1	-1	7.8	-1	10.6	-1	-1	-1
Hs.593960	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593964	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593968	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593969	7.6	-1	-1	5.5	31.2	-1	10.6	-1	-1	3.9
Hs.593970	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593971	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593972	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.593973	5.9	7.8	6.4	21.9	-1	5	-1	9.8	9.6	7.8
Hs.593974	-1	2.6	-1	-1	7.8	-1	-1	14.7	9.6	-1
Hs.593977	-1	2.6	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.593979	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593980	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593981	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593984	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593985	13.5	20.9	19.3	26	23.4	10.1	-1	39.1	67.2	34.9
Hs.593986	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593991	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593994	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593995	4.2	5.2	3.2	1.4	15.6	-1	-1	19.6	-1	-1
Hs.593996	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593997	2.5	-1	3.2	2.7	-1	-1	-1	14.7	-1	-1
Hs.593998	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.593999	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.5940	-1	-1	-1	8.2	-1	1021.2	-1	53.8	9.6	-1
Hs.594001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594002	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.594003	-1	2.6	-1	-1	-1	-1	-1	-1	19.2	-1
Hs.594004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594008	6.8	10.4	-1	6.8	-1	10.1	-1	14.7	57.6	-1
Hs.594010	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594011	7.6	7.8	-1	4.1	23.4	5	10.6	-1	-1	7.8
Hs.594020	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594023	23.6	18.3	19.3	15	31.2	-1	-1	24.4	-1	3.9
Hs.594024	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594027	-1	2.6	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.594030	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594032	-1	-1	-1	-1	-1	-1	-1	-1	9.6	-1
Hs.594034	-1	2.6	3.2	-1	-1	-1	-1	4.9	-1	-1
Hs.594036	-1	-1	3.2	2.7	7.8	-1	-1	-1	9.6	-1
Hs.594039	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594042	5.1	2.6	-1	20.5	7.8	-1	-1	-1	9.6	11.6
Hs.594043	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594044	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.594046	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594048	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594049	1.7	-1	3.2	-1	-1	-1	-1	19.6	-1	-1
Hs.594050	-1	2.6	-1	1.4	-1	-1	-1	4.9	-1	-1
Hs.594051	14.4	10.4	-1	1.4	23.4	20.1	-1	14.7	-1	11.6
Hs.594056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594057	19.4	-1	6.4	1.4	7.8	10.1	10.6	-1	19.2	7.8
Hs.594058	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.594059	3.4	-1	3.2	2.7	-1	-1	-1	-1	9.6	-1
Hs.594064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594066	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594068	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594069	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594070	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594079	1.7	7.8	6.4	2.7	15.6	15.1	-1	-1	9.6	11.6
Hs.594080	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594083	5.9	2.6	-1	6.8	-1	-1	-1	-1	9.6	-1
Hs.594084	-1	-1	-1	-1	-1	-1	-1	19.6	-1	3.9
Hs.594085	13.5	13	22.5	9.6	62.5	10.1	52.8	4.9	9.6	50.5
Hs.594087	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594089	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594091	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594092	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594093	1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594095	3.4	2.6	-1	8.2	7.8	15.1	-1	9.8	-1	3.9
Hs.594098	0.8	-1	-1	1.4	-1	-1	-1	-1	-1	7.8
Hs.594099	-1	2.6	6.4	1.4	-1	-1	-1	-1	-1	-1
Hs.594100	-1	-1	-1	1.4	-1	-1	-1	-1	9.6	-1
Hs.594103	1.7	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.594105	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594106	33.8	33.9	9.6	21.9	7.8	10.1	-1	29.3	38.4	31.1
Hs.594107	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594108	-1	-1	3.2	1.4	-1	-1	-1	4.9	-1	-1
Hs.594109	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594114	-1	-1	3.2	2.7	-1	-1	-1	-1	-1	7.8
Hs.594117	10.1	15.6	12.9	15	-1	-1	-1	4.9	-1	7.8
Hs.594118	2.5	2.6	-1	-1	-1	-1	-1	9.8	-1	-1
Hs.594119	6.8	10.4	3.2	21.9	15.6	30.2	10.6	24.4	-1	77.7
Hs.594121	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594122	1.7	-1	3.2	6.8	-1	-1	-1	-1	-1	3.9
Hs.594124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594129	12.7	15.6	-1	6.8	7.8	-1	21.1	-1	-1	34.9
Hs.594130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594131	-1	2.6	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594132	2.5	-1	-1	1.4	-1	-1	-1	-1	-1	7.8
Hs.594133	5.1	-1	-1	-1	-1	-1	10.6	-1	28.8	3.9
Hs.594135	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.594136	6.8	2.6	-1	4.1	-1	-1	-1	-1	19.2	3.9
Hs.594138	0.8	-1	-1	-1	-1	-1	-1	-1	9.6	-1
Hs.594141	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.594142	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594143	2.5	10.4	6.4	15	15.6	5	-1	-1	48	3.9
Hs.594144	2.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594145	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594147	-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.594149	7.6	-1	19.3	4.1	15.6	5	-1	-1	-1	-1
Hs.594151	1.7	2.6	9.6	10.9	15.6	-1	10.6	4.9	9.6	-1
Hs.594154	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594156	0.8	2.6	-1	1.4	-1	-1	10.6	4.9	-1	-1
Hs.594157	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.594160	1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594162	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594164	0.8	-1	-1	1.4	-1	-1	-1	-1	-1	3.9
Hs.594168	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594170	18.6	44.3	16.1	20.5	7.8	25.2	31.7	24.4	38.4	38.8
Hs.594171	-1	-1	3.2	1.4	-1	-1	-1	-1	9.6	7.8
Hs.594172	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594173	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594177	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594180	31.2	5.2	16.1	5.5	7.8	5	-1	9.8	9.6	-1
Hs.594181	2.5	-1	3.2	-1	-1	-1	-1	4.9	-1	-1
Hs.594184	5.9	7.8	-1	4.1	15.6	10.1	10.6	4.9	28.8	-1
Hs.594193	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594199	-1	-1	-1	2.7	7.8	-1	-1	-1	-1	-1
Hs.594202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594207	17.7	5.2	12.9	8.2	7.8	15.1	-1	-1	19.2	-1
Hs.594209	7.6	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.594218	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594219	3.4	2.6	-1	-1	-1	10.1	-1	-1	-1	-1
Hs.594220	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594225	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594230	3.4	-1	-1	1.4	-1	5	-1	-1	-1	3.9
Hs.594232	4.2	-1	-1	1.4	-1	-1	-1	9.8	-1	-1
Hs.594235	0.8	2.6	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.594236	114	5.2	6.4	15	-1	55.3	-1	44	48	7.8
Hs.594238	126.6	260.8	414.4	529.4	117.1	538.3	52.8	58.7	86.4	132
Hs.594240	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594242	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594244	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594245	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.59425	16	28.7	9.6	15	23.4	20.1	21.1	9.8	-1	11.6
Hs.594250	5.1	2.6	6.4	2.7	7.8	-1	-1	-1	-1	3.9
Hs.594253	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594255	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594258	3.4	-1	-1	2.7	-1	5	-1	4.9	9.6	-1
Hs.594262	5.1	7.8	16.1	26	7.8	20.1	-1	9.8	9.6	27.2
Hs.594265	0.8	-1	3.2	4.1	-1	-1	-1	-1	-1	-1
Hs.594267	35.5	5.2	-1	1.4	7.8	-1	-1	19.6	-1	15.5
Hs.594269	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594270	3.4	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594273	8.4	5.2	3.2	4.1	-1	10.1	10.6	-1	-1	38.8
Hs.594275	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594280	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594282	3.4	-1	-1	-1	7.8	-1	-1	-1	-1	-1
Hs.594287	20.3	2.6	25.7	13.7	15.6	5	10.6	14.7	9.6	23.3
Hs.594291	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.594292	-1	2.6	3.2	1.4	-1	-1	-1	-1	-1	-1
Hs.594293	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.594303	-1	-1	-1	1.4	-1	-1	-1	4.9	-1	-1
Hs.594305	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.594307	35.5	31.3	32.1	28.7	23.4	5	10.6	24.4	115.2	3.9
Hs.594309	2.5	2.6	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.594310	-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.594314	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.594316	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.594320	-1	-1	-1	4.1	-1	-1	-1	-1	9.6	-1
Hs.594321	9.3	13	-1	5.5	23.4	-1	-1	19.6	28.8	19.4
Hs.594323	-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
